71863 29 1972693768
58 1453 1 123227
38 756 673 123240
62 1338 1 123253
47 1207 174 123266
66 1030 867 123278
100 1382 1 123291
23 434 1 123304
60 709 120 123317
65 201 287 123330
60 191 833 123343
65 1036 539 123355
31 991 416 123368
101 184 1 123381
7 352 752 123394
56 66 1 123407
28 259 142 123420
92 886 1 123433
81 304 234 123445
32 340 293 123458
98 690 717 123471
50 273 312 123484
10 316 824 123497
25 404 1 123510
62 266 411 123522
5 1342 351 123535
40 924 1062 123548
28 428 173 123561
43 1297 1026 123574
49 635 749 123587
91 923 568 123599
93 93 1 123612
48 7 327 123625
27 275 757 123638
59 452 1 123651
92 120 1044 123664
42 1175 1 123677
68 258 408 123689
57 825 1141 123702
87 470 1 123715
32 1249 1078 123728
54 1087 40 123741
50 1032 358 123754
74 665 1089 123766
64 753 859 123779
27 532 964 123792
77 992 192 123805
53 984 197 123818
90 588 1 123831
82 1089 1 123843
55 1041 898 123856
23 1322 329 123869
63 279 43 123882
74 357 598 123895
68 427 105 123908
90 317 317 123920
31 911 616 123933
19 1158 1 123946
69 992 284 123959
21 41 302 123972
54 1299 1 123985
104 12 236 123998
88 1207 211 124010
9 235 517 124023
52 251 653 124036
20 623 1 124049
74 1272 319 124062
87 1088 985 124075
50 14 1 124087
18 1022 1072 124100
24 413 1 124113
9 452 399 124126
53 154 312 124139
66 1331 46 124152
21 785 538 124164
11 1230 1219 124177
54 61 579 124190
45 129 166 124203
98 124 740 124216
35 819 906 124229
17 933 1 124241
87 1182 220 124254
100 483 210 124267
69 1279 896 124280
74 291 268 124293
68 1057 185 124306
90 1027 669 124319
17 1182 732 124331
7 1344 934 124344
59 324 74 124357
48 1021 85 124370
66 357 617 124383
8 385 194 124396
94 506 1404 124408
23 315 789 124421
90 1337 487 124434
10 778 292 124447
18 242 367 124460
35 360 698 124473
2 309 414 124485
23 205 563 124498
69 1361 63 124511
54 768 1 124524
15 513 1111 124537
97 1140 1 124550
33 683 1 124562
62 309 171 124575
72 1142 497 124588
11 968 1 124601
43 301 364 124614
1 828 778 124627
68 840 816 124640
62 863 884 124652
14 698 1 124665
29 454 222 124678
100 5 716 124691
80 351 321 124704
43 851 773 124717
49 1086 720 124729
13 691 1 124742
70 1308 1 124755
102 916 1462 124768
89 622 1089 124781
41 887 1098 124794
16 1341 169 124806
19 203 445 124819
87 297 1 124832
75 1316 1 124845
2 1438 945 124858
44 1057 1 124871
82 149 963 124883
80 359 405 124896
45 107 1 124909
63 522 967 124922
40 409 356 124935
103 129 438 124948
43 661 515 124961
72 428 220 124973
62 292 132 124986
84 913 105 124999
32 405 580 125012
13 182 507 125025
61 543 493 125038
102 298 683 125050
54 337 201 125063
4 213 99 125076
94 1239 1189 125089
33 739 446 125102
25 1068 502 125115
77 70 593 125127
60 563 80 125140
6 305 859 125153
56 869 1 125166
36 861 805 125179
52 1362 656 125192
64 1097 272 125204
9 408 524 125217
61 587 371 125230
81 331 913 125243
93 260 987 125256
60 216 543 125269
22 626 17 125282
1 823 72 125294
1 1088 1 125307
13 755 754 125320
55 614 755 125333
48 341 1190 125346
34 173 900 125359
71 1343 421 125371
48 52 244 125384
62 541 734 125397
86 309 506 125410
43 627 1166 125423
20 44 1626 125436
3 310 1024 125448
33 1009 181 125461
53 321 41 125474
38 836 603 125487
50 354 231 125500
68 264 356 125513
32 997 1313 125526
2 789 949 125538
102 128 1244 125551
1 993 524 125564
78 381 552 125577
6 949 758 125590
95 355 676 125603
103 1212 1 125615
29 147 1512 125628
8 631 197 125641
42 580 293 125654
70 205 1 125667
101 216 1 125680
10 99 872 125692
89 298 20 125705
40 99 55 125718
76 1109 83 125731
83 824 771 125744
25 218 627 125757
15 519 642 125769
65 1188 1055 125782
74 863 72 125795
58 233 208 125808
52 914 1 125821
81 754 906 125834
22 824 1 125847
12 1269 56 125859
88 916 9 125872
55 452 479 125885
41 752 220 125898
52 1310 265 125911
57 1296 877 125924
103 200 713 125936
37 638 785 125949
33 292 20 125962
86 792 1054 125975
62 371 1 125988
56 751 719 126001
103 222 592 126013
91 21 611 126026
44 1140 472 126039
103 628 394 126052
79 407 1 126065
67 146 1 126078
57 1223 389 126090
2 765 335 126103
68 599 286 126116
22 104 806 126129
61 1260 144 126142
35 693 1136 126155
28 206 226 126168
25 1246 1 126180
38 755 1 126193
13 39 31 126206
6 366 483 126219
45 953 678 126232
93 1147 320 126245
7 328 592 126257
3 228 679 126270
75 701 1 126283
14 575 63 126296
58 55 289 126309
6 1242 444 126322
19 293 1 126334
7 404 399 126347
5 1024 1136 126360
94 505 1129 126373
55 501 390 126386
86 23 1102 126399
99 301 399 126411
29 614 264 126424
55 207 908 126437
69 368 428 126450
87 493 934 126463
49 309 1 126476
39 897 1 126489
21 1243 1 126501
72 653 200 126514
83 440 1188 126527
14 726 262 126540
51 908 376 126553
100 943 877 126566
92 1042 267 126578
12 958 1 126591
19 234 836 126604
24 349 284 126617
27 356 1536 126630
41 465 1133 126643
26 329 272 126655
73 1225 561 126668
41 667 363 126681
6 216 65 126694
15 489 363 126707
30 294 106 126720
18 480 782 126732
5 154 43 126745
42 954 1 126758
72 957 447 126771
26 485 117 126784
43 40 765 126797
66 438 991 126810
54 1278 136 126822
48 534 515 126835
32 761 1 126848
100 425 1 126861
75 516 1 126874
6 99 261 126887
69 1436 77 126899
67 1227 428 126912
81 378 541 126925
85 1445 1 126938
27 1129 889 126951
70 929 494 126964
44 45 618 126976
20 340 525 126989
19 606 1075 127002
90 233 388 127015
55 541 1210 127028
74 149 671 127041
96 1088 315 127053
83 1024 297 127066
65 32 392 127079
10 344 331 127092
60 768 766 127105
100 1262 1 127118
103 790 303 127131
84 307 1 127143
29 110 1 127156
19 1196 442 127169
70 1075 932 127182
101 56 697 127195
94 191 897 127208
102 1097 623 127220
68 544 905 127233
2 1194 1 127246
78 996 1230 127259
87 1204 58 127272
92 312 342 127285
65 112 684 127297
30 129 378 127310
88 24 291 127323
55 1031 987 127336
13 473 201 127349
80 1124 948 127362
59 615 709 127375
98 894 113 127387
91 352 387 127400
60 870 447 127413
27 824 185 127426
62 942 452 127439
57 692 419 127452
59 795 456 127464
75 757 1 127477
26 1181 1 127490
12 253 242 127503
48 494 268 127516
99 945 218 127529
14 800 362 127541
19 522 1479 127554
49 884 8 127567
6 425 1 127580
48 993 1016 127593
35 687 924 127606
27 32 1 127618
96 941 201 127631
52 259 1 127644
70 361 353 127657
25 703 453 127670
77 377 498 127683
28 304 399 127696
99 876 724 127708
100 1305 1113 127721
10 573 1085 127734
42 1401 1 127747
86 90 839 127760
39 707 1 127773
65 1220 429 127785
5 93 717 127798
86 70 218 127811
92 1024 9 127824
94 227 36 127837
44 688 506 127850
72 21 913 127862
88 1414 783 127875
72 413 1 127888
58 600 187 127901
45 846 1 127914
99 714 122 127927
61 1080 579 127939
62 947 526 127952
50 754 648 127965
65 901 540 127978
8 332 585 127991
20 673 657 128004
14 810 392 128017
94 1207 862 128029
1 494 1 128042
44 491 325 128055
67 507 590 128068
90 700 598 128081
79 120 800 128094
93 1368 1 128106
2 1024 615 128119
30 857 870 128132
99 743 1255 128145
15 1257 423 128158
37 132 187 128171
38 179 238 128183
6 219 546 128196
40 917 180 128209
104 1042 120 128222
84 1233 1 128235
87 738 487 128248
14 225 379 128260
39 660 168 128273
69 242 197 128286
66 714 811 128299
88 1163 518 128312
42 987 637 128325
9 1190 725 128338
61 655 258 128350
45 879 455 128363
64 484 804 128376
15 160 1 128389
41 648 900 128402
34 1442 279 128415
87 287 674 128427
63 128 1 128440
52 838 409 128453
43 1184 530 128466
39 473 227 128479
5 475 1544 128492
104 948 414 128504
84 418 72 128517
27 146 959 128530
97 1064 464 128543
39 533 65 128556
74 840 562 128569
77 821 60 128581
67 20 588 128594
18 1390 836 128607
3 1130 202 128620
87 518 150 128633
54 320 995 128646
10 844 891 128659
86 460 1 128671
20 1005 821 128684
85 684 1 128697
78 396 443 128710
29 1190 457 128723
14 882 1 128736
18 741 1140 128748
19 280 625 128761
33 464 103 128774
74 566 500 128787
21 654 880 128800
8 1310 507 128813
88 347 1 128825
2 275 471 128838
98 197 320 128851
93 46 526 128864
75 97 291 128877
37 1446 61 128890
39 1442 133 128902
103 369 448 128915
55 119 545 128928
54 622 1008 128941
28 271 22 128954
75 1091 465 128967
9 398 781 128980
98 39 258 128992
85 852 302 129005
59 389 1 129018
46 594 899 129031
17 299 797 129044
22 523 1 129057
34 536 807 129069
32 896 420 129082
52 810 1463 129095
82 987 331 129108
44 796 726 129121
32 562 153 129134
36 1311 252 129146
88 1239 1 129159
25 11 786 129172
75 725 465 129185
88 115 1087 129198
102 360 624 129211
78 1076 1850 129224
42 708 496 129236
41 114 659 129249
24 616 532 129262
18 640 413 129275
28 778 1 129288
8 1264 553 129301
14 1312 228 129313
70 995 256 129326
103 1216 219 129339
55 863 83 129352
60 116 41 129365
10 170 1036 129378
82 118 788 129390
53 453 189 129403
87 111 506 129416
78 937 175 129429
53 538 284 129442
42 971 1 129455
16 973 418 129467
5 341 336 129480
3 1285 834 129493
72 138 217 129506
39 14 144 129519
22 106 635 129532
42 936 837 129545
35 891 776 129557
104 1315 783 129570
97 498 1400 129583
52 1000 836 129596
33 665 1 129609
52 80 37 129622
23 778 1164 129634
11 139 323 129647
70 1368 902 129660
69 282 187 129673
2 1027 356 129686
19 1251 1 129699
46 1345 929 129711
53 597 2 129724
61 798 1 129737
15 257 1245 129750
5 201 578 129763
46 1250 416 129776
44 642 487 129788
72 455 415 129801
59 1183 856 129814
53 42 697 129827
67 1145 630 129840
28 1083 76 129853
14 375 9 129866
96 1404 1 129878
89 980 384 129891
26 1074 721 129904
99 21 455 129917
13 165 1 129930
91 606 1 129943
83 675 543 129955
86 1308 933 129968
29 103 1 129981
83 1129 946 129994
28 163 410 130007
102 936 564 130020
4 670 174 130032
63 158 1567 130045
67 174 178 130058
22 1207 1 130071
84 1039 10 130084
45 658 1 130097
57 472 165 130109
42 913 563 130122
21 143 751 130135
2 172 963 130148
18 88 1 130161
102 948 482 130174
61 13 447 130187
71 1030 1096 130199
19 397 619 130212
24 79 1411 130225
20 507 1015 130238
4 206 394 130251
83 1028 1 130264
31 1453 1 130276
6 1329 680 130289
38 986 825 130302
17 340 1 130315
96 676 121 130328
39 1112 736 130341
6 595 1 130353
65 1298 2 130366
23 121 1275 130379
65 422 80 130392
24 283 557 130405
13 385 727 130418
94 728 1292 130430
19 828 329 130443
102 572 198 130456
43 560 711 130469
55 492 216 130482
103 347 1028 130495
97 424 649 130508
14 403 170 130520
24 339 808 130533
34 1006 717 130546
8 550 410 130559
14 51 1 130572
43 302 346 130585
104 677 223 130597
13 447 654 130610
62 75 475 130623
5 24 265 130636
30 1334 849 130649
73 396 102 130662
31 561 393 130674
98 151 792 130687
95 533 899 130700
90 1290 11 130713
100 92 125 130726
48 757 512 130739
43 690 316 130751
24 426 412 130764
62 664 625 130777
36 1433 626 130790
29 22 1010 130803
25 622 1 130816
67 431 56 130829
45 461 1 130841
102 1307 740 130854
40 676 412 130867
61 1256 742 130880
33 1120 375 130893
98 388 194 130906
62 18 1067 130918
43 855 878 130931
23 58 196 130944
41 893 430 130957
9 973 1 130970
69 241 715 130983
23 467 660 130995
27 1075 537 131008
69 56 802 131021
5 1349 441 131034
38 1331 460 131047
87 96 77 131060
2 1109 283 131073
77 895 623 131085
55 707 277 131098
76 422 1294 131111
72 853 540 131124
11 116 804 131137
33 1010 1 131150
78 629 538 131162
11 929 780 131175
22 103 1 131188
98 396 27 131201
19 1225 1 131214
82 1377 229 131227
1 838 875 131239
99 412 378 131252
76 109 1 131265
87 418 404 131278
61 1114 1 131291
34 671 1293 131304
74 356 482 131316
24 108 275 131329
31 281 1 131342
58 875 1 131355
79 1118 260 131368
48 1168 1072 131381
51 791 647 131394
69 250 2 131406
74 702 580 131419
21 840 713 131432
17 1415 715 131445
65 876 973 131458
3 714 1 131471
5 916 1037 131483
63 599 165 131496
49 264 231 131509
50 1265 1 131522
57 1324 403 131535
14 958 377 131548
83 77 836 131560
96 246 684 131573
81 491 641 131586
82 1217 930 131599
87 714 1360 131612
59 110 45 131625
25 1070 497 131637
91 242 1 131650
97 1225 836 131663
86 616 763 131676
84 69 47 131689
5 591 400 131702
47 852 110 131715
42 1059 17 131727
42 374 904 131740
70 907 337 131753
102 946 806 131766
9 458 767 131779
82 1402 4 131792
22 234 162 131804
90 933 199 131817
14 1155 730 131830
55 1058 553 131843
32 960 1381 131856
8 1095 83 131869
69 98 366 131881
1 1059 761 131894
91 455 743 131907
83 143 1291 131920
94 28 498 131933
22 1414 932 131946
37 131 961 131958
51 1051 39 131971
40 677 543 131984
9 185 32 131997
28 770 1191 132010
26 806 427 132023
24 553 164 132036
3 284 1066 132048
67 1100 242 132061
82 1105 680 132074
97 1104 955 132087
35 1168 547 132100
69 334 515 132113
11 996 395 132125
75 557 242 132138
24 1144 205 132151
68 857 404 132164
31 274 774 132177
87 808 920 132190
25 1032 1 132202
95 259 21 132215
90 807 345 132228
49 30 916 132241
39 1019 571 132254
76 1406 410 132267
34 186 380 132279
78 258 496 132292
74 604 1 132305
102 114 28 132318
73 772 930 132331
47 483 1 132344
91 1385 758 132357
61 1239 1 132369
15 1221 878 132382
67 1440 418 132395
69 1176 492 132408
72 176 511 132421
62 612 137 132434
98 240 217 132446
58 255 793 132459
26 692 1724 132472
21 282 1 132485
85 874 258 132498
34 1260 1 132511
37 1279 407 132523
96 773 189 132536
61 56 41 132549
6 284 1 132562
63 1069 203 132575
38 147 459 132588
89 336 259 132600
14 905 690 132613
53 746 255 132626
47 445 257 132639
66 345 86 132652
103 136 213 132665
98 1008 417 132678
38 331 730 132690
51 641 451 132703
18 205 143 132716
7 92 326 132729
60 78 1048 132742
32 1032 388 132755
89 1307 606 132767
95 1149 1205 132780
57 110 1 132793
93 178 1 132806
21 1343 874 132819
5 1124 430 132832
65 175 1300 132844
72 874 1 132857
93 26 843 132870
26 258 702 132883
70 406 1 132896
48 987 1 132909
61 706 343 132922
42 780 1 132934
47 1429 558 132947
49 1334 471 132960
71 1121 505 132973
46 1110 1586 132986
30 235 541 132999
12 205 605 133011
62 220 715 133024
34 289 176 133037
19 207 204 133050
33 1080 429 133063
48 1071 909 133076
55 621 602 133088
79 887 885 133101
25 931 540 133114
100 322 62 133127
5 1227 1523 133140
18 808 620 133153
73 1422 269 133165
26 714 1 133178
41 113 1166 133191
39 91 354 133204
48 1324 651 133217
83 570 536 133230
101 104 72 133243
43 182 1 133255
17 545 399 133268
24 411 1333 133281
65 1156 80 133294
43 582 1 133307
63 925 268 133320
52 101 323 133332
72 205 920 133345
67 342 761 133358
34 256 1232 133371
56 41 859 133384
34 767 1164 133397
18 663 355 133409
89 262 831 133422
90 150 228 133435
7 1071 1 133448
39 477 1241 133461
55 759 859 133474
47 1378 903 133486
81 384 292 133499
69 516 464 133512
54 1348 49 133525
84 478 96 133538
60 1295 563 133551
91 517 732 133564
71 1010 217 133576
19 674 353 133589
45 1220 1 133602
85 699 34 133615
92 1307 172 133628
12 768 860 133641
68 580 1 133653
92 523 798 133666
32 133 13 133679
59 135 38 133692
16 108 814 133705
81 1247 1 133718
53 1216 1 133730
26 17 787 133743
62 187 519 133756
59 473 1244 133769
73 1328 415 133782
95 221 62 133795
55 265 82 133807
61 939 185 133820
69 1242 1 133833
65 926 776 133846
43 1163 1064 133859
100 30 868 133872
39 866 92 133885
71 448 20 133897
11 1128 858 133910
79 1344 387 133923
82 105 702 133936
72 1056 1 133949
53 1359 500 133962
25 1004 463 133974
90 205 165 133987
24 702 573 134000
27 182 525 134013
26 991 746 134026
91 1345 400 134039
55 710 593 134051
76 749 171 134064
68 1340 1 134077
34 3 507 134090
97 526 161 134103
90 203 1006 134116
82 752 81 134128
18 950 197 134141
92 131 485 134154
67 492 664 134167
59 153 754 134180
85 982 875 134193
14 555 395 134206
27 242 784 134218
37 750 276 134231
37 221 415 134244
100 417 1243 134257
95 1311 593 134270
97 1245 878 134283
68 872 333 134295
9 1301 1 134308
44 726 1 134321
82 1427 442 134334
64 855 20 134347
24 372 400 134360
18 295 1 134372
26 756 615 134385
2 1437 1681 134398
11 989 1 134411
8 1009 428 134424
27 114 623 134437
94 186 414 134449
46 623 418 134462
97 1001 744 134475
48 826 555 134488
76 1404 967 134501
48 1319 963 134514
24 1183 478 134527
15 177 553 134539
73 1112 1292 134552
48 551 375 134565
3 1028 1198 134578
29 850 239 134591
2 513 660 134604
44 260 844 134616
5 923 213 134629
48 301 252 134642
49 272 1 134655
25 827 979 134668
3 519 759 134681
32 325 976 134693
74 340 778 134706
102 44 554 134719
41 1044 276 134732
103 138 415 134745
62 1371 1209 134758
10 904 402 134771
66 994 556 134783
86 685 22 134796
7 1219 101 134809
32 1060 1237 134822
26 602 135 134835
78 198 642 134848
103 1357 1271 134860
45 1413 1 134873
86 707 229 134886
22 459 1382 134899
62 1249 771 134912
8 807 93 134925
24 895 491 134937
34 1173 602 134950
30 1084 1203 134963
23 1248 246 134976
16 46 1 134989
66 375 392 135002
7 1258 467 135014
44 2 1 135027
79 1027 677 135040
4 629 57 135053
72 696 550 135066
53 599 256 135079
51 1279 945 135092
59 486 143 135104
20 195 444 135117
34 555 70 135130
48 792 1 135143
24 1142 475 135156
65 311 860 135169
34 600 1 135181
52 1252 1 135194
92 419 447 135207
69 301 1 135220
23 1233 674 135233
79 1087 230 135246
56 915 1131 135258
68 683 228 135271
102 689 1356 135284
93 1081 1036 135297
47 1210 1 135310
83 853 339 135323
55 175 88 135335
34 282 479 135348
61 847 550 135361
35 1058 973 135374
51 915 1678 135387
84 1050 1 135400
54 122 635 135413
11 1288 450 135425
30 962 229 135438
71 88 319 135451
44 868 104 135464
15 941 691 135477
17 666 51 135490
82 1392 336 135502
71 900 243 135515
7 471 113 135528
59 463 506 135541
6 58 640 135554
61 183 511 135567
85 452 1 135579
33 360 443 135592
52 1093 813 135605
18 1250 361 135618
51 598 663 135631
61 1374 748 135644
12 36 609 135656
61 143 588 135669
74 739 722 135682
77 144 560 135695
55 1302 489 135708
68 1158 717 135721
20 487 1241 135734
54 1071 151 135746
4 129 445 135759
4 1196 478 135772
22 313 485 135785
53 236 410 135798
3 554 669 135811
37 837 1 135823
73 1039 29 135836
83 419 1 135849
70 1434 825 135862
34 530 788 135875
28 272 406 135888
100 1050 134 135900
68 409 398 135913
65 1300 414 135926
94 269 356 135939
13 455 1173 135952
22 1279 359 135965
56 92 391 135977
31 707 527 135990
59 650 741 136003
31 873 1160 136016
104 127 444 136029
6 337 16 136042
5 466 742 136055
81 93 1049 136067
82 1297 519 136080
65 1195 50 136093
23 275 1074 136106
33 1106 111 136119
21 650 728 136132
63 293 354 136144
51 1201 490 136157
86 174 19 136170
5 572 578 136183
98 886 1 136196
33 200 999 136209
90 676 1 136221
81 1218 542 136234
83 377 711 136247
103 10 1 136260
66 239 1 136273
48 851 28 136286
23 768 765 136299
61 1046 368 136311
87 200 422 136324
37 1319 1 136337
18 628 895 136350
39 767 297 136363
45 127 342 136376
63 456 699 136388
4 1279 616 136401
57 1111 130 136414
13 549 266 136427
68 1413 924 136440
25 1322 706 136453
76 802 660 136465
23 197 1 136478
59 571 580 136491
90 293 1320 136504
45 723 544 136517
93 126 439 136530
69 341 64 136542
44 1422 328 136555
22 787 1 136568
35 706 620 136581
55 715 1 136594
84 632 474 136607
34 686 1177 136620
45 111 1371 136632
76 966 762 136645
9 524 190 136658
14 159 728 136671
58 1213 162 136684
8 691 643 136697
102 1376 194 136709
3 1118 1 136722
85 876 465 136735
40 429 372 136748
65 590 767 136761
38 598 429 136774
89 645 1113 136786
100 663 1 136799
13 132 504 136812
100 653 774 136825
46 488 128 136838
90 172 1 136851
88 714 438 136863
97 367 218 136876
93 849 1 136889
68 184 387 136902
65 1416 1825 136915
19 1144 1 136928
104 678 856 136941
41 1001 124 136953
57 874 478 136966
27 1316 674 136979
12 553 394 136992
75 1263 596 137005
104 1239 629 137018
25 1261 648 137030
1 796 31 137043
51 1220 1012 137056
13 397 582 137069
86 931 713 137082
61 244 1 137095
99 205 92 137107
102 290 255 137120
75 1195 1 137133
99 1289 935 137146
81 65 324 137159
48 1024 177 137172
51 249 1 137184
100 1165 128 137197
61 899 194 137210
99 450 309 137223
68 755 193 137236
68 596 1 137249
80 994 450 137262
63 1350 1058 137274
86 1116 346 137287
61 222 1 137300
8 1189 623 137313
104 272 661 137326
61 660 170 137339
71 739 473 137351
27 1252 83 137364
31 1018 8 137377
47 1370 34 137390
57 967 443 137403
101 719 497 137416
9 728 837 137428
98 1204 410 137441
7 1065 916 137454
37 355 630 137467
16 229 137 137480
97 1208 263 137493
23 407 1008 137505
75 657 113 137518
56 53 454 137531
55 271 187 137544
100 1006 1358 137557
31 453 921 137570
102 1417 1 137583
41 1100 232 137595
5 1367 845 137608
44 646 528 137621
68 1452 284 137634
13 617 110 137647
49 239 551 137660
31 721 1201 137672
34 315 512 137685
12 159 408 137698
98 801 1131 137711
69 177 1 137724
59 206 130 137737
20 4 1 137749
38 306 270 137762
10 1038 1281 137775
91 1273 44 137788
19 9 1 137801
21 1104 504 137814
33 1246 1008 137826
8 383 577 137839
52 816 489 137852
53 240 808 137865
11 1304 1139 137878
91 636 206 137891
61 1269 241 137904
45 288 851 137916
90 27 1 137929
16 1206 671 137942
72 792 539 137955
46 1078 858 137968
71 193 444 137981
8 1126 1634 137993
81 912 80 138006
25 568 991 138019
15 670 925 138032
26 1025 232 138045
88 999 250 138058
20 1164 426 138070
82 1304 150 138083
86 806 474 138096
51 204 579 138109
28 391 322 138122
10 95 977 138135
72 215 1 138148
26 1191 997 138160
20 299 277 138173
23 110 1 138186
100 973 1026 138199
29 964 369 138212
26 630 207 138225
17 641 393 138237
25 503 515 138250
74 1362 514 138263
104 502 1273 138276
57 796 970 138289
86 425 77 138302
13 311 479 138314
81 1058 1 138327
43 181 284 138340
79 658 953 138353
104 1297 189 138366
50 214 1 138379
5 315 365 138391
6 1135 1 138404
42 67 513 138417
26 976 559 138430
22 272 1006 138443
19 1005 14 138456
13 508 647 138469
95 872 628 138481
9 395 749 138494
7 1380 619 138507
95 1269 1 138520
98 903 199 138533
3 192 412 138546
81 567 127 138558
79 891 149 138571
55 650 715 138584
65 523 604 138597
86 26 373 138610
20 245 303 138623
15 903 620 138635
64 597 1023 138648
26 80 1 138661
40 315 517 138674
86 4 1 138687
41 417 780 138700
82 522 54 138712
97 591 789 138725
94 847 1 138738
99 1093 365 138751
73 521 225 138764
42 538 841 138777
100 1337 915 138790
27 435 61 138802
96 415 1 138815
37 471 273 138828
6 1368 839 138841
13 362 1 138854
73 1189 328 138867
85 796 117 138879
86 1447 350 138892
70 480 292 138905
56 381 1078 138918
12 613 133 138931
80 1064 626 138944
29 463 1 138956
76 840 751 138969
96 1074 1090 138982
60 586 86 138995
84 23 1166 139008
57 193 1 139021
71 19 77 139033
4 468 1 139046
95 929 383 139059
75 521 223 139072
48 569 1 139085
60 160 135 139098
4 1278 1053 139111
12 1230 832 139123
42 94 1046 139136
69 878 361 139149
43 1242 1241 139162
75 1096 115 139175
8 1325 704 139188
62 1080 853 139200
5 1057 1 139213
86 696 777 139226
23 240 356 139239
91 370 1 139252
11 113 744 139265
8 1216 1 139277
82 546 1 139290
69 889 623 139303
98 984 128 139316
91 1368 236 139329
30 1443 997 139342
101 387 359 139354
74 1144 284 139367
68 213 140 139380
13 981 201 139393
55 696 571 139406
11 677 225 139419
27 810 1 139432
13 813 1 139444
13 1325 7 139457
70 673 636 139470
80 711 495 139483
21 318 1104 139496
104 9 514 139509
53 526 399 139521
9 910 135 139534
11 1054 1 139547
33 1447 227 139560
3 6 893 139573
12 1306 105 139586
50 926 253 139598
70 1066 291 139611
88 1111 536 139624
37 511 745 139637
96 335 976 139650
75 1311 1 139663
56 960 142 139675
1 976 1 139688
3 262 126 139701
79 276 975 139714
97 447 1 139727
37 631 207 139740
80 507 1 139753
43 476 317 139765
45 861 31 139778
92 941 238 139791
61 62 1046 139804
11 1101 361 139817
99 1296 313 139830
10 444 260 139842
20 519 881 139855
18 1366 700 139868
91 1046 1 139881
95 159 991 139894
58 633 523 139907
83 35 1 139919
98 133 452 139932
12 101 380 139945
68 495 545 139958
88 598 844 139971
78 285 309 139984
80 169 264 139997
33 517 1057 140009
81 635 1178 140022
6 862 968 140035
101 607 750 140048
82 267 1 140061
15 413 43 140074
101 860 348 140086
50 448 1 140099
48 666 43 140112
71 1099 1 140125
50 348 136 140138
32 1127 194 140151
54 208 823 140163
9 664 73 140176
92 449 430 140189
52 164 246 140202
101 787 1 140215
55 219 773 140228
65 593 118 140240
61 986 208 140253
28 1260 1132 140266
28 1000 436 140279
58 1359 132 140292
16 453 727 140305
80 21 334 140318
43 956 145 140330
56 199 162 140343
29 1009 421 140356
64 596 73 140369
53 824 379 140382
8 733 13 140395
101 388 160 140407
69 867 1 140420
59 1343 814 140433
19 1339 1313 140446
77 196 559 140459
99 573 209 140472
86 1453 592 140484
100 468 1 140497
45 141 1166 140510
82 519 714 140523
82 863 1 140536
101 1247 507 140549
35 804 96 140561
50 531 474 140574
2 208 1 140587
25 1065 570 140600
29 335 1 140613
88 642 367 140626
69 756 488 140639
101 39 1 140651
32 702 108 140664
95 158 1 140677
76 443 590 140690
74 606 1 140703
55 62 546 140716
8 97 1 140728
101 510 274 140741
83 1115 564 140754
2 1242 789 140767
98 1039 563 140780
57 1005 347 140793
20 1168 404 140805
38 1295 206 140818
12 631 1020 140831
58 280 913 140844
48 1079 606 140857
43 265 556 140870
90 1061 539 140882
44 27 433 140895
38 649 1173 140908
52 649 1 140921
23 1040 811 140934
21 199 550 140947
22 88 814 140960
37 146 918 140972
31 1121 1 140985
31 1173 980 140998
34 826 152 141011
94 94 1 141024
42 663 842 141037
70 452 331 141049
37 423 373 141062
58 403 348 141075
44 977 1 141088
103 348 513 141101
43 1166 739 141114
102 517 316 141126
90 1102 133 141139
70 238 371 141152
34 219 476 141165
54 390 151 141178
64 376 519 141191
49 853 1 141203
35 860 1059 141216
28 1287 1180 141229
75 326 538 141242
19 1270 1 141255
44 170 246 141268
28 720 217 141281
20 1080 147 141293
33 473 836 141306
41 602 811 141319
103 169 393 141332
61 568 1142 141345
36 836 561 141358
46 50 477 141370
20 589 410 141383
41 615 688 141396
82 251 656 141409
87 1161 706 141422
65 1438 1262 141435
29 1387 1 141447
47 544 527 141460
95 949 1 141473
47 67 211 141486
78 1017 572 141499
95 29 801 141512
50 337 622 141524
24 362 782 141537
12 1324 871 141550
48 541 990 141563
7 713 402 141576
37 732 591 141589
85 704 895 141602
70 1077 678 141614
24 831 504 141627
7 477 1 141640
56 366 84 141653
38 679 125 141666
77 289 496 141679
65 1182 1 141691
86 937 401 141704
40 1212 749 141717
78 672 438 141730
74 1394 1 141743
69 160 470 141756
69 1441 375 141768
43 1313 334 141781
15 1064 160 141794
63 551 597 141807
24 544 466 141820
73 1107 1 141833
10 239 802 141846
79 466 933 141858
40 218 14 141871
66 636 509 141884
22 665 297 141897
12 270 25 141910
26 297 1303 141923
54 355 1 141935
29 764 55 141948
92 383 401 141961
21 5 833 141974
102 1372 540 141987
103 1113 528 142000
27 286 1 142012
19 1303 717 142025
90 1299 604 142038
54 1212 1 142051
32 1114 903 142064
65 489 139 142077
70 1044 838 142089
36 912 221 142102
30 834 260 142115
64 1250 1 142128
67 517 747 142141
22 446 587 142154
92 1171 764 142167
44 807 367 142179
94 824 65 142192
56 881 405 142205
94 493 461 142218
79 412 297 142231
47 252 922 142244
42 994 416 142256
83 854 1256 142269
100 263 262 142282
57 17 1081 142295
83 428 922 142308
53 1041 696 142321
67 377 498 142333
76 539 947 142346
2 387 192 142359
49 602 502 142372
100 236 7 142385
80 841 241 142398
