26109 8 1066918390
12 97 1475 66112
4 684 1766 66134
23 478 1694 66155
41 1101 2000 66176
21 11 2000 66198
36 1178 1550 66219
15 765 1705 66240
27 552 1168 66262
3 802 1672 66283
39 1181 1422 66304
33 797 2000 66326
21 255 1990 66347
10 558 1967 66368
13 1083 1865 66390
5 1081 1526 66411
22 389 1780 66432
37 928 1598 66454
16 511 1558 66475
5 623 1492 66496
12 37 1509 66518
23 222 1806 66539
41 189 1289 66560
24 329 1445 66582
1 992 1927 66603
19 492 2000 66624
21 378 1974 66646
27 138 1574 66667
20 946 1499 66688
40 728 1468 66710
38 633 1845 66731
30 808 1569 66752
8 501 1689 66774
18 712 1323 66795
26 220 1084 66816
25 1021 2000 66838
26 111 1406 66859
41 555 1503 66880
18 184 1687 66902
34 1020 1879 66923
17 1324 1545 66944
16 296 1267 66966
39 981 1377 66987
34 363 1657 67008
14 869 1276 67030
14 74 1921 67051
1 142 1745 67072
39 1111 1452 67094
37 313 1906 67115
3 212 1970 67136
38 488 1957 67158
14 975 1956 67179
11 413 1505 67200
20 427 2000 67222
41 382 1647 67243
25 668 1040 67265
21 605 1534 67286
30 524 1940 67307
27 976 1481 67329
36 821 1304 67350
28 1210 1105 67371
8 290 1318 67393
21 347 1954 67414
10 214 1635 67435
2 257 1837 67457
31 250 2000 67478
37 206 1643 67499
41 1159 2000 67521
38 150 1996 67542
1 779 1870 67563
34 584 1619 67585
14 25 1721 67606
2 775 1328 67627
24 644 1341 67649
31 1085 1827 67670
25 515 1931 67691
19 238 1211 67713
11 263 2000 67734
7 743 1533 67755
36 927 2000 67777
12 472 2000 67798
29 61 2000 67819
39 804 1797 67841
27 728 1966 67862
41 8 1653 67883
10 564 1756 67905
36 172 1539 67926
22 991 1951 67947
30 446 1666 67969
33 276 1588 67990
5 177 1605 68011
23 32 1921 68033
21 50 1774 68054
13 718 1861 68075
30 132 2000 68097
38 949 1323 68118
17 1136 2000 68139
19 407 1565 68161
2 403 1325 68182
24 193 2000 68203
10 307 1926 68225
7 77 1492 68246
37 768 996 68267
5 560 2000 68289
41 128 1284 68310
34 1021 1203 68331
6 739 747 68353
4 1096 1402 68374
24 919 1917 68395
24 426 1930 68417
5 49 1527 68438
9 647 1868 68459
24 167 1746 68481
24 354 1460 68502
13 636 2000 68523
1 898 2000 68545
15 53 2000 68566
34 562 1866 68587
19 444 1708 68609
21 988 2000 68630
12 1344 1300 68651
19 109 1528 68673
40 364 1885 68694
14 950 1663 68715
27 780 1068 68737
4 886 1547 68758
30 179 1648 68780
35 790 1715 68801
18 949 2000 68822
8 230 1681 68844
10 570 2000 68865
22 795 1470 68886
16 223 1870 68908
35 79 1552 68929
6 609 2000 68950
31 115 1215 68972
2 494 2000 68993
40 739 2000 69014
4 80 1629 69036
39 163 1713 69057
25 233 2000 69078
23 959 1014 69100
21 231 1811 69121
9 862 1952 69142
3 1037 1496 69164
8 1243 1602 69185
27 851 1634 69206
34 1039 1289 69228
9 314 1150 69249
27 852 1776 69270
18 1089 1851 69292
32 209 1443 69313
32 1161 2000 69334
7 1077 1689 69356
10 697 1731 69377
31 1262 1475 69398
31 287 1893 69420
14 1366 1511 69441
23 1310 1736 69462
5 513 1898 69484
24 362 1897 69505
10 1371 1749 69526
38 651 2000 69548
9 993 2000 69569
24 464 1336 69590
10 322 2000 69612
14 269 1729 69633
40 493 1977 69654
18 726 1341 69676
35 116 1277 69697
16 311 1703 69718
17 411 1246 69740
1 1370 2000 69761
31 195 1772 69782
25 128 1567 69804
25 615 1454 69825
24 820 1854 69846
33 707 2000 69868
18 891 1341 69889
31 957 1638 69910
21 89 1759 69932
13 1 1301 69953
40 636 1768 69974
7 1219 1693 69996
23 678 1361 70017
16 1214 1445 70038
41 1122 1429 70060
32 967 1624 70081
33 882 2000 70102
17 280 1974 70124
40 213 1723 70145
9 316 1341 70166
24 754 1641 70188
5 25 1012 70209
23 1249 2000 70230
36 437 1384 70252
4 349 1830 70273
35 185 1939 70295
2 127 1558 70316
39 393 1859 70337
35 284 1763 70359
8 605 1448 70380
19 259 873 70401
30 303 1425 70423
19 1250 1939 70444
13 534 1571 70465
33 124 1491 70487
1 492 1894 70508
37 380 1420 70529
20 630 2000 70551
13 727 2000 70572
38 66 2000 70593
37 346 1608 70615
34 1229 1904 70636
29 737 1223 70657
5 418 1848 70679
5 1019 1835 70700
13 385 1505 70721
7 1006 1793 70743
6 237 1758 70764
38 652 1841 70785
17 231 1844 70807
11 751 1974 70828
17 31 1703 70849
36 513 2000 70871
11 1083 1909 70892
2 168 2000 70913
33 128 1726 70935
11 1218 2000 70956
11 49 1528 70977
30 692 1798 70999
30 831 1809 71020
37 748 1653 71041
24 302 1817 71063
8 313 1211 71084
38 245 1900 71105
4 435 1325 71127
20 1167 1855 71148
31 519 1074 71169
26 287 1591 71191
16 1046 1955 71212
41 192 1773 71233
10 279 1783 71255
25 596 1819 71276
26 104 1816 71297
39 453 1442 71319
36 410 1922 71340
14 1013 1437 71361
25 18 1631 71383
12 110 1843 71404
3 823 2000 71425
23 935 1532 71447
28 976 1932 71468
5 1195 1730 71489
17 413 1391 71511
2 134 1694 71532
12 943 1286 71553
23 179 2000 71575
26 182 1200 71596
34 485 1645 71617
5 914 1538 71639
30 30 1858 71660
18 333 1619 71681
3 16 2000 71703
7 162 1521 71724
21 138 1686 71746
29 604 1968 71767
29 1208 1434 71788
28 79 1779 71810
9 788 1845 71831
9 792 1878 71852
7 321 2000 71874
9 399 1244 71895
12 567 1440 71916
19 527 1434 71938
24 434 1711 71959
29 324 2000 71980
1 166 1253 72002
30 76 2000 72023
31 1091 1286 72044
3 8 1003 72066
40 891 2000 72087
32 368 1515 72108
14 1274 2000 72130
29 703 1621 72151
20 150 1468 72172
23 697 1883 72194
30 137 1767 72215
38 543 1860 72236
5 147 1878 72258
22 708 1778 72279
19 38 1269 72300
17 141 1967 72322
35 722 1375 72343
13 14 1751 72364
30 627 2000 72386
14 288 1465 72407
31 1164 1823 72428
7 903 1259 72450
8 1346 1967 72471
16 1114 1703 72492
34 1038 1344 72514
38 182 1883 72535
3 598 2000 72556
24 1012 1584 72578
4 1187 1817 72599
31 1302 1827 72620
14 363 2000 72642
41 586 1173 72663
18 700 2000 72684
4 764 2000 72706
28 241 1270 72727
4 757 1449 72748
23 1291 1705 72770
29 50 1923 72791
19 1172 1796 72812
30 384 1908 72834
8 276 1569 72855
40 760 1775 72876
12 595 1245 72898
26 163 1792 72919
25 854 1671 72940
32 956 2000 72962
39 258 2000 72983
38 205 1651 73004
40 147 1101 73026
36 1111 1561 73047
14 595 1444 73068
34 341 1945 73090
40 1160 1438 73111
38 187 1827 73132
12 304 2000 73154
32 1085 2000 73175
32 166 1370 73196
40 275 1723 73218
22 631 1244 73239
9 847 1526 73261
37 171 1411 73282
3 743 1451 73303
21 1346 1594 73325
12 1291 1618 73346
38 1115 1649 73367
16 138 1889 73389
13 154 2000 73410
33 171 1890 73431
12 1008 1225 73453
4 1092 2000 73474
27 843 1932 73495
15 206 1477 73517
19 1094 1449 73538
11 999 1891 73559
30 45 1227 73581
31 237 1420 73602
32 326 1749 73623
33 347 1992 73645
30 750 2000 73666
30 1240 1343 73687
15 27 1706 73709
33 735 2000 73730
23 453 1939 73751
16 1023 1584 73773
4 767 1869 73794
22 750 1614 73815
31 693 1910 73837
17 1006 2000 73858
19 692 1926 73879
31 712 2000 73901
33 209 1694 73922
41 134 1959 73943
30 585 2000 73965
32 1028 1583 73986
26 168 1247 74007
16 414 1587 74029
19 468 1257 74050
22 137 1681 74071
32 1221 2000 74093
39 930 1635 74114
17 438 2000 74135
34 29 1679 74157
10 1081 1709 74178
31 116 2000 74199
8 989 2000 74221
5 118 1670 74242
21 143 2000 74263
9 810 1840 74285
20 132 1795 74306
35 187 1637 74327
27 931 1888 74349
10 454 1892 74370
28 306 1785 74391
16 669 2000 74413
12 592 1740 74434
28 1126 1618 74455
39 939 1759 74477
29 893 1701 74498
15 1306 1868 74519
7 562 1680 74541
36 1345 1440 74562
31 381 1499 74583
26 427 1593 74605
19 830 1727 74626
25 664 1581 74647
36 105 2000 74669
10 1016 1562 74690
9 1367 2000 74711
6 820 1636 74733
6 1152 1597 74754
9 164 1245 74776
9 758 1957 74797
21 438 1797 74818
4 1254 1913 74840
6 1141 1989 74861
1 121 1099 74882
31 308 1544 74904
30 825 1631 74925
41 578 1476 74946
36 338 1794 74968
22 423 1796 74989
26 47 2000 75010
5 341 2000 75032
3 1329 1342 75053
32 1204 2000 75074
34 1286 1720 75096
12 538 1857 75117
38 623 1966 75138
20 552 1755 75160
32 931 1882 75181
17 690 1482 75202
41 1075 1305 75224
24 662 2000 75245
15 228 1836 75266
29 1147 1902 75288
29 123 1856 75309
9 938 1773 75330
28 108 1668 75352
39 826 1201 75373
34 47 2000 75394
19 562 1058 75416
16 43 1332 75437
25 94 1489 75458
31 189 1692 75480
5 661 1567 75501
20 1353 1903 75522
12 1178 1743 75544
21 593 1725 75565
1 202 1748 75586
9 121 1556 75608
31 607 1622 75629
11 235 1107 75650
15 22 1933 75672
7 402 1546 75693
6 770 1731 75714
34 154 1749 75736
29 1298 1931 75757
39 513 2000 75778
18 861 1520 75800
9 596 2000 75821
26 329 1601 75842
34 514 1349 75864
9 915 1575 75885
9 1344 1650 75906
37 887 1674 75928
21 697 1754 75949
2 720 1228 75970
6 974 1391 75992
4 51 1822 76013
16 372 1544 76034
26 384 1878 76056
35 319 1433 76077
19 1065 1878 76098
33 280 2000 76120
25 801 1869 76141
23 62 2000 76162
3 1317 1234 76184
38 648 1830 76205
30 701 889 76226
2 1047 1690 76248
8 84 1695 76269
9 299 1736 76291
27 941 1760 76312
5 293 1612 76333
31 106 1979 76355
9 844 1872 76376
2 419 1825 76397
12 382 1575 76419
32 952 1713 76440
25 468 1963 76461
34 1218 982 76483
35 831 2000 76504
28 716 1726 76525
32 1104 1843 76547
29 680 1302 76568
30 586 1725 76589
33 492 1357 76611
19 323 855 76632
9 911 2000 76653
20 825 1897 76675
13 911 1817 76696
2 252 1998 76717
41 609 1781 76739
38 1194 2000 76760
3 1306 1595 76781
19 339 2000 76803
38 1069 2000 76824
8 673 1615 76845
8 1317 1419 76867
21 784 1719 76888
19 654 1767 76909
17 808 1330 76931
13 42 2000 76952
40 877 1402 76973
25 350 1881 76995
11 612 2000 77016
9 511 1710 77037
30 258 1881 77059
14 1297 1702 77080
31 1298 1353 77101
40 828 1670 77123
23 790 1798 77144
35 220 1946 77165
12 813 1656 77187
10 171 1567 77208
19 516 1194 77229
5 691 2000 77251
25 1358 1910 77272
31 510 1690 77293
31 839 2000 77315
7 891 1613 77336
11 33 1589 77357
35 341 1851 77379
6 329 1324 77400
4 954 2000 77421
22 135 1949 77443
29 185 1705 77464
11 360 1545 77485
28 872 1658 77507
21 545 1796 77528
14 786 1450 77549
19 583 2000 77571
38 1284 1750 77592
3 1088 1480 77613
8 376 1856 77635
13 285 1552 77656
23 418 1554 77677
6 891 1624 77699
10 1334 1590 77720
27 867 1730 77742
32 581 1990 77763
23 282 1742 77784
36 864 2000 77806
5 919 2000 77827
13 613 2000 77848
12 1106 2000 77870
33 21 1953 77891
29 717 1805 77912
27 1331 1426 77934
24 367 1284 77955
40 1370 2000 77976
31 1172 1782 77998
13 604 2000 78019
23 177 1483 78040
24 396 1577 78062
35 1170 1316 78083
23 245 1352 78104
7 381 2000 78126
4 1067 1769 78147
39 1204 1575 78168
16 473 1854 78190
25 548 2000 78211
22 633 1834 78232
36 560 2000 78254
1 708 1462 78275
7 1362 1560 78296
29 28 1283 78318
33 1221 2000 78339
31 1278 1937 78360
9 1185 1629 78382
16 192 1271 78403
13 1005 1912 78424
7 505 2000 78446
6 1322 2000 78467
25 170 1699 78488
31 306 1824 78510
24 1232 1079 78531
16 163 1712 78552
11 1112 1846 78574
14 115 1666 78595
17 1158 1659 78616
24 1128 2000 78638
31 1352 2000 78659
12 125 1862 78680
29 823 2000 78702
25 993 2000 78723
18 756 1509 78744
39 486 1552 78766
10 721 1627 78787
3 336 1486 78808
24 269 1736 78830
18 314 1753 78851
36 1073 1392 78872
2 730 1691 78894
37 632 1678 78915
41 194 1797 78936
28 649 2000 78958
19 480 1901 78979
2 193 1805 79000
31 793 1426 79022
20 485 1724 79043
16 452 2000 79064
41 672 1956 79086
1 48 1650 79107
21 497 1902 79128
29 679 2000 79150
22 429 1362 79171
14 608 2000 79192
23 858 2000 79214
30 1371 1938 79235
19 567 2000 79257
23 84 1484 79278
16 1064 2000 79299
34 256 1954 79321
28 832 1706 79342
28 298 1175 79363
7 854 1927 79385
7 32 2000 79406
10 201 2000 79427
34 1303 1898 79449
3 1203 1276 79470
10 534 1770 79491
34 1191 1779 79513
26 811 1494 79534
19 1218 1645 79555
8 997 1435 79577
8 89 1337 79598
4 1222 2000 79619
7 288 2000 79641
21 32 1755 79662
10 441 1643 79683
11 218 1645 79705
6 411 1825 79726
24 942 1789 79747
10 873 1262 79769
17 1250 1794 79790
12 1031 1449 79811
40 374 1596 79833
7 603 2000 79854
30 248 1284 79875
37 329 1856 79897
9 401 1752 79918
10 309 1610 79939
19 428 1663 79961
2 1058 1676 79982
37 283 1615 80003
31 1256 1636 80025
20 247 1695 80046
10 550 1559 80067
39 652 1501 80089
19 846 1891 80110
35 228 1002 80131
20 789 2000 80153
21 648 1201 80174
24 561 1944 80195
12 997 1243 80217
30 142 1338 80238
24 391 1481 80259
22 136 1331 80281
8 495 1782 80302
18 377 1835 80323
6 32 1173 80345
16 681 1871 80366
15 734 2000 80387
30 260 1825 80409
28 1309 1938 80430
22 944 1548 80451
11 1265 1669 80473
31 1044 2000 80494
1 356 1241 80515
3 518 1740 80537
4 657 1632 80558
18 388 1480 80579
23 750 1888 80601
5 723 1323 80622
17 1164 1617 80643
20 219 1609 80665
25 1219 1295 80686
38 386 1870 80707
24 41 1598 80729
11 800 2000 80750
28 281 1960 80772
7 462 1550 80793
25 256 1356 80814
15 38 1745 80836
15 713 1524 80857
22 520 1425 80878
41 988 1779 80900
39 1334 1265 80921
3 258 1400 80942
3 1313 986 80964
5 12 1571 80985
20 1086 1141 81006
18 185 1801 81028
31 1291 1524 81049
41 149 1511 81070
40 91 1982 81092
41 84 1562 81113
9 328 1767 81134
8 1270 1947 81156
8 572 1827 81177
31 192 2000 81198
23 725 1909 81220
12 1010 1385 81241
40 567 1532 81262
23 1028 1862 81284
40 1053 1417 81305
36 156 1801 81326
23 169 1683 81348
36 920 2000 81369
33 579 1931 81390
36 54 1687 81412
11 674 1176 81433
27 319 1765 81454
4 732 1326 81476
41 227 1640 81497
30 508 1367 81518
20 402 1860 81540
28 849 1937 81561
18 1133 1744 81582
10 124 1778 81604
9 828 1392 81625
3 1343 1140 81646
8 289 1910 81668
34 116 1542 81689
15 455 1311 81710
1 957 1539 81732
37 392 1822 81753
1 696 1312 81774
7 689 2000 81796
39 1340 1680 81817
12 739 1892 81838
23 87 1544 81860
30 543 2000 81881
1 290 2000 81902
9 436 1596 81924
28 581 1083 81945
34 1056 1822 81966
13 659 1818 81988
40 894 1921 82009
37 167 1393 82030
31 415 1618 82052
1 267 2000 82073
34 789 1592 82094
27 70 1745 82116
5 732 2000 82137
9 757 1700 82158
25 382 985 82180
37 127 1204 82201
41 920 1337 82222
41 513 1669 82244
34 447 1966 82265
41 587 1725 82287
2 260 1604 82308
9 676 1366 82329
39 342 1654 82351
7 658 2000 82372
38 450 2000 82393
8 749 1741 82415
33 795 2000 82436
21 1061 1258 82457
25 1060 1516 82479
11 369 1833 82500
17 540 1569 82521
36 240 1795 82543
38 118 2000 82564
9 232 1881 82585
22 484 1255 82607
34 16 1804 82628
1 1324 1733 82649
26 201 1723 82671
13 795 1852 82692
8 906 1295 82713
3 1077 1677 82735
32 202 1252 82756
39 699 1716 82777
28 606 1902 82799
3 739 1975 82820
20 1276 2000 82841
29 691 1516 82863
25 996 1405 82884
18 1017 2000 82905
32 620 1329 82927
36 220 1503 82948
19 47 1665 82969
5 433 2000 82991
7 1232 1813 83012
28 317 2000 83033
15 1191 1610 83055
9 315 1835 83076
10 1073 1497 83097
40 1004 1893 83119
27 600 1792 83140
13 1141 2000 83161
2 251 1145 83183
11 720 1576 83204
6 54 1902 83225
31 791 1709 83247
21 595 1259 83268
19 52 1835 83289
36 1152 1408 83311
24 554 1582 83332
2 305 1449 83353
29 631 1716 83375
24 352 1404 83396
30 153 1630 83417
23 403 2000 83439
6 1324 2000 83460
26 1043 1716 83481
2 1318 1510 83503
4 344 1467 83524
23 585 1306 83545
23 1293 1812 83567
11 467 2000 83588
38 361 1846 83609
12 1316 1908 83631
25 808 1657 83652
30 442 2000 83673
13 336 1876 83695
22 969 1958 83716
29 1145 1745 83738
32 1034 2000 83759
39 917 1325 83780
22 947 1906 83802
13 209 1931 83823
20 1050 1635 83844
8 1316 1449 83866
31 638 1454 83887
37 525 1734 83908
25 65 1969 83930
20 790 1460 83951
7 899 1869 83972
9 210 1516 83994
34 489 2000 84015
20 355 1664 84036
1 241 1967 84058
18 522 1300 84079
7 1010 1899 84100
35 50 1523 84122
28 171 1553 84143
10 587 1095 84164
13 71 1686 84186
38 392 1473 84207
2 237 1884 84228
28 1095 1623 84250
40 298 1538 84271
36 616 1782 84292
13 434 2000 84314
34 592 1463 84335
17 945 986 84356
40 1030 1698 84378
32 84 1304 84399
11 919 2000 84420
15 1356 1613 84442
22 169 1364 84463
37 277 2000 84484
2 1054 2000 84506
3 232 1596 84527
26 477 1655 84548
25 1289 1507 84570
34 1155 1165 84591
22 1239 1899 84612
14 1205 1631 84634
15 728 2000 84655
10 619 1694 84676
38 1114 2000 84698
34 1206 1861 84719
39 743 1622 84740
16 688 1574 84762
36 189 1880 84783
39 861 1728 84804
41 535 1193 84826
22 411 1218 84847
26 213 1417 84868
5 186 1988 84890
31 1293 1027 84911
27 369 1616 84932
30 1193 2000 84954
35 1096 2000 84975
15 215 1484 84996
27 266 2000 85018
8 18 1925 85039
35 679 2000 85060
27 1244 1653 85082
19 358 1548 85103
17 686 1762 85124
8 606 2000 85146
5 859 1915 85167
4 186 1603 85188
41 1225 2000 85210
38 279 1583 85231
40 689 1434 85253
34 9 1417 85274
20 1112 1928 85295
29 1002 1806 85317
33 293 1508 85338
37 262 2000 85359
28 761 2000 85381
34 1010 1483 85402
10 335 1728 85423
14 672 2000 85445
19 149 1671 85466
13 257 1000 85487
19 455 1476 85509
26 973 2000 85530
19 315 1320 85551
3 1057 1689 85573
37 910 2000 85594
22 522 1574 85615
10 402 1788 85637
16 251 1417 85658
8 1291 1277 85679
18 193 1167 85701
19 909 1280 85722
31 610 1931 85743
40 679 1915 85765
34 991 1514 85786
38 400 2000 85807
14 551 1962 85829
7 273 1457 85850
27 782 1746 85871
6 611 1729 85893
38 1340 1320 85914
7 101 1610 85935
3 251 1822 85957
24 709 967 85978
1 559 1794 85999
27 951 1665 86021
26 919 2000 86042
41 658 1177 86063
37 527 2000 86085
21 1083 1750 86106
10 462 1673 86127
37 1 1752 86149
29 321 1410 86170
38 806 1797 86191
5 60 1114 86213
17 736 2000 86234
40 946 1947 86255
9 429 1939 86277
9 526 1431 86298
3 898 2000 86319
12 19 1755 86341
13 501 1772 86362
5 138 1727 86383
26 522 1977 86405
25 298 1393 86426
39 819 2000 86447
13 410 1482 86469
19 945 1635 86490
25 1312 1744 86511
17 105 1624 86533
1 882 1781 86554
36 1301 1820 86575
14 140 1676 86597
15 240 1519 86618
40 1269 1591 86639
30 389 1548 86661
32 845 1576 86682
41 686 1840 86703
15 481 2000 86725
32 447 1572 86746
37 383 1833 86768
27 43 1837 86789
9 212 2000 86810
14 1035 1891 86832
31 61 1425 86853
10 517 1492 86874
38 1350 1644 86896
7 107 1615 86917
27 1355 1658 86938
34 286 1682 86960
9 243 1342 86981
5 187 1788 87002
10 1189 1555 87024
17 488 1790 87045
27 1049 1616 87066
8 1344 2000 87088
33 823 1833 87109
2 95 1148 87130
33 533 1795 87152
14 779 1139 87173
39 830 1735 87194
36 500 1426 87216
27 548 1575 87237
20 171 2000 87258
11 1023 1886 87280
26 1105 1089 87301
21 998 1794 87322
41 660 1299 87344
13 1153 1972 87365
20 350 2000 87386
22 236 1853 87408
29 833 1732 87429
32 1183 1541 87450
28 203 2000 87472
37 295 1823 87493
18 167 1778 87514
35 885 2000 87536
2 938 1258 87557
4 528 1741 87578
21 408 1422 87600
34 366 2000 87621
8 427 1613 87642
37 738 1622 87664
9 800 1829 87685
3 1109 2000 87706
1 109 1610 87728
39 1077 1562 87749
30 376 1429 87770
12 783 1845 87792
38 571 1810 87813
20 490 1281 87834
24 829 1567 87856
35 724 1648 87877
16 600 1357 87898
15 111 1969 87920
3 995 1697 87941
29 209 1612 87962
9 116 1724 87984
11 106 2000 88005
37 1234 1591 88026
6 523 1576 88048
34 40 1866 88069
24 727 1939 88090
11 93 1608 88112
27 997 1649 88133
32 861 1815 88154
22 657 1782 88176
16 38 1462 88197
25 692 1671 88218
11 844 1478 88240
4 1184 1526 88261
25 703 1758 88283
13 1240 1358 88304
41 351 1791 88325
1 519 1684 88347
24 636 1657 88368
15 662 1816 88389
14 270 2000 88411
27 21 1635 88432
24 250 1105 88453
23 1152 1829 88475
6 816 1716 88496
3 380 1526 88517
20 1366 1701 88539
7 1214 1711 88560
29 648 1185 88581
32 10 1482 88603
15 314 1109 88624
29 360 1602 88645
17 421 1471 88667
17 1342 1586 88688
29 470 2000 88709
32 314 2000 88731
23 716 1376 88752
7 96 1630 88773
40 847 1679 88795
20 966 1843 88816
5 580 1975 88837
35 706 1368 88859
25 777 1201 88880
9 853 1709 88901
10 544 1603 88923
6 500 1599 88944
36 1242 1499 88965
4 175 1478 88987
36 1208 1958 89008
26 685 1068 89029
8 28 1559 89051
10 511 1875 89072
8 666 1677 89093
11 123 1490 89115
21 14 1811 89136
16 906 1430 89157
13 367 1973 89179
35 200 1419 89200
32 593 1748 89221
33 1021 1692 89243
31 63 1769 89264
34 22 2000 89285
35 726 1485 89307
6 979 1498 89328
18 592 1572 89349
16 504 1721 89371
21 736 1672 89392
40 1293 1324 89413
29 248 1944 89435
17 799 1783 89456
17 563 1707 89477
40 503 1742 89499
31 351 1852 89520
34 10 1563 89541
9 186 1466 89563
11 1346 1799 89584
17 378 1749 89605
7 856 1645 89627
20 931 1097 89648
19 90 1796 89669
10 281 1372 89691
2 384 1647 89712
30 535 1369 89734
28 114 2000 89755
26 345 1848 89776
32 510 1782 89798
25 1207 2000 89819
38 943 1955 89840
28 7 683 89862
7 206 1453 89883
29 322 1909 89904
5 123 1742 89926
21 881 1546 89947
23 1095 1519 89968
23 1262 1791 89990
2 78 1889 90011
5 608 1816 90032
11 1085 1587 90054
10 421 1591 90075
28 349 1882 90096
38 5 1667 90118
40 874 1723 90139
1 1002 2000 90160
1 974 1778 90182
1 524 1649 90203
1 836 2000 90224
23 1132 1639 90246
2 618 1706 90267
16 550 1514 90288
26 312 1425 90310
34 758 1872 90331
39 114 1685 90352
20 585 1752 90374
16 816 1148 90395
15 279 1868 90416
38 21 1848 90438
33 1198 1161 90459
31 199 1237 90480
20 1227 1819 90502
6 541 1578 90523
22 956 1158 90544
26 719 1712 90566
28 5 975 90587
7 108 1926 90608
32 383 1408 90630
25 1170 1489 90651
41 611 1776 90672
33 741 1773 90694
5 193 1338 90715
37 312 1709 90736
41 1334 1701 90758
24 1200 2000 90779
29 853 1509 90800
12 311 1186 90822
11 520 1737 90843
27 1128 1736 90864
10 434 1135 90886
16 1160 2000 90907
36 960 1606 90928
15 1294 1802 90950
11 298 1924 90971
29 892 1607 90992
18 549 1405 91014
32 1212 1323 91035
14 485 1212 91056
26 337 1893 91078
30 408 1746 91099
38 406 1918 91120
4 107 1440 91142
40 712 1868 91163
26 466 1507 91184
31 1088 2000 91206
14 179 972 91227
26 1261 1893 91249
18 1224 1660 91270
8 1239 1499 91291
22 468 1878 91313
41 737 1556 91334
30 327 1600 91355
24 295 1310 91377
28 582 1614 91398
23 316 1267 91419
1 744 1847 91441
13 931 1515 91462
6 383 2000 91483
33 102 1698 91505
20 396 2000 91526
8 314 1827 91547
16 684 1912 91569
13 341 1977 91590
10 255 1582 91611
3 255 1904 91633
1 1096 1179 91654
26 140 1755 91675
32 1137 1511 91697
33 275 1647 91718
33 880 1568 91739
7 308 1823 91761
10 1140 2000 91782
24 1154 1726 91803
19 604 1417 91825
16 634 1891 91846
4 786 1572 91867
3 1176 1708 91889
37 992 1183 91910
4 1100 1911 91931
20 533 1686 91953
38 773 1876 91974
9 157 1846 91995
31 855 2000 92017
19 270 1971 92038
34 928 1979 92059
21 681 1647 92081
34 268 1624 92102
35 425 1547 92123
30 680 1527 92145
19 69 1543 92166
13 768 1657 92187
16 24 1568 92209
15 761 1304 92230
13 672 1973 92251
17 731 1684 92273
5 127 1482 92294
32 1082 1889 92315
23 599 1159 92337
23 679 1184 92358
29 19 1816 92379
33 245 1762 92401
11 67 1883 92422
3 946 1919 92443
12 133 1530 92465
3 1292 1589 92486
7 136 2000 92507
4 742 1795 92529
1 1315 1883 92550
12 74 1427 92571
10 979 2000 92593
24 1151 1330 92614
25 419 2000 92635
25 1008 1808 92657
35 942 2000 92678
35 112 1826 92699
19 1164 1840 92721
33 130 1233 92742
8 1075 1120 92764
23 264 2000 92785
26 883 2000 92806
38 58 1957 92828
16 523 1756 92849
9 296 1739 92870
8 747 1846 92892
26 848 2000 92913
38 577 1640 92934
2 934 1354 92956
16 412 1903 92977
22 1309 1167 92998
34 252 2000 93020
9 689 2000 93041
29 1292 1420 93062
3 72 1784 93084
39 786 1957 93105
30 138 2000 93126
3 805 1135 93148
19 97 1778 93169
1 1256 1548 93190
3 429 1682 93212
8 385 1339 93233
16 592 1589 93254
38 397 1884 93276
12 812 1860 93297
35 95 2000 93318
28 266 1663 93340
1 1211 2000 93361
8 99 1713 93382
7 23 1679 93404
23 1285 2000 93425
13 702 1256 93446
4 1068 2000 93468
24 61 1306 93489
8 154 1349 93510
1 21 1895 93532
34 778 1595 93553
15 136 1650 93574
26 516 1788 93596
37 1010 1826 93617
37 43 1206 93638
12 1036 1665 93660
23 805 1285 93681
19 441 1445 93702
2 1357 1199 93724
34 517 1610 93745
4 513 1581 93766
37 1092 1977 93788
31 588 1650 93809
19 627 1345 93830
18 159 1595 93852
10 813 1816 93873
41 179 1701 93894
39 340 2000 93916
10 495 2000 93937
12 85 1168 93958
2 1203 2000 93980
4 85 1233 94001
25 577 1481 94022
7 254 1116 94044
6 44 1535 94065
18 477 1551 94086
10 353 1673 94108
28 1246 1477 94129
39 480 1400 94150
21 985 1825 94172
35 120 2000 94193
2 1017 1566 94214
24 264 1624 94236
23 64 1968 94257
30 646 1617 94279
18 779 1466 94300
5 504 1638 94321
25 1294 1637 94343
28 698 2000 94364
36 72 1738 94385
38 720 1545 94407
14 255 1857 94428
38 214 1436 94449
24 503 1997 94471
3 1138 1993 94492
11 222 1973 94513
25 949 1395 94535
15 213 1709 94556
19 352 1404 94577
41 1088 1476 94599
29 4 1769 94620
22 765 1268 94641
6 352 1872 94663
35 603 1399 94684
9 185 1396 94705
34 398 1399 94727
6 780 2000 94748
25 1105 1643 94769
14 360 1338 94791
18 664 1546 94812
15 1183 1996 94833
26 105 1451 94855
8 1293 1363 94876
41 790 2000 94897
30 270 1718 94919
8 845 1315 94940
10 88 1546 94961
3 546 1798 94983
21 1255 2000 95004
17 1352 1330 95025
3 1156 1561 95047
23 191 1396 95068
29 434 2000 95089
10 950 1862 95111
15 310 1558 95132
25 972 2000 95153
33 1297 1979 95175
31 683 1608 95196
6 42 1753 95217
1 122 1978 95239
27 708 1663 95260
14 331 1633 95281
21 1197 1314 95303
25 214 1550 95324
21 656 1390 95345
29 305 2000 95367
